,user_id,is_gone
0,4,0.00019334880123743234
1,6,0.00019334880123743234
2,10,0.0
3,12,0.007407407407407408
4,13,0.6011029411764706
5,15,0.2968253968253968
6,19,0.00019334880123743234
7,21,0.6309840425531915
8,23,0.00019334880123743234
9,35,0.0611577964519141
10,40,0.00019334880123743234
11,45,0.14124124124124124
12,55,0.1648149827680029
13,58,0.3101555839727195
14,62,0.13091414103242385
15,72,0.00019334880123743234
16,74,0.17777777777777776
17,81,0.08791470605753768
18,84,0.0
19,92,0.00019334880123743234
20,93,0.00019334880123743234
21,98,0.0
22,102,0.8168682795698925
23,105,0.038834951456310676
24,107,0.00019334880123743234
25,112,0.06948299791811242
26,113,0.14072402535048972
27,119,0.3134556574923547
28,124,0.2551336146272855
29,140,0.3797244094488189
30,141,0.0253842775581906
31,143,0.00019334880123743234
32,150,0.14124124124124124
33,159,0.00019334880123743234
34,162,0.11380016380016379
35,164,0.1127810053043698
36,165,0.00019334880123743234
37,167,0.009259259259259259
38,174,0.00019334880123743234
39,177,0.3554778554778555
40,180,0.00019334880123743234
41,185,0.00019334880123743234
42,186,0.6011029411764706
43,195,0.26532738095238095
44,198,0.4930126977371072
45,200,0.6235155610155609
46,204,0.3101555839727195
47,205,0.0
48,207,0.6309840425531915
49,208,0.8168682795698925
50,212,0.06948299791811242
51,213,0.0
52,217,0.00019334880123743234
53,218,0.0
54,234,0.00019334880123743234
55,235,0.13909487042275057
56,236,0.0
57,237,0.00019334880123743234
58,242,0.022727272727272728
59,248,0.47294832826747724
60,253,0.443040780141844
61,260,0.05793854033290653
62,261,0.18122309899569583
63,269,0.00019334880123743234
64,271,0.04675480769230769
65,273,0.00019334880123743234
66,276,0.0
67,283,0.0
68,289,0.00019334880123743234
69,298,0.1578231292517007
70,303,0.3030952380952381
71,306,0.0
72,308,0.0
73,317,0.00019334880123743234
74,318,0.00019334880123743234
75,319,0.00019334880123743234
76,320,0.00019334880123743234
77,324,0.06948299791811242
78,328,0.06948299791811242
79,331,0.05371599203715992
80,335,0.08606847697756789
81,341,0.28849709003765833
82,346,0.00019334880123743234
83,348,0.00019334880123743234
84,349,0.0
85,351,0.00019334880123743234
86,355,0.03641892894229343
87,363,0.2159767316017316
88,366,0.00019334880123743234
89,367,0.007407407407407408
90,373,0.10596598458676587
91,375,0.0
92,382,0.0
93,388,0.00019334880123743234
94,389,0.00019334880123743234
95,391,0.43791891716014836
96,400,0.0
97,406,0.00019334880123743234
98,409,0.36197916666666663
99,411,0.05754709209731452
100,414,0.0
101,417,0.07228657228657229
102,419,0.00019334880123743234
103,421,0.0
104,423,0.0
105,424,0.06948299791811242
106,425,0.00019334880123743234
107,430,0.38424369747899156
108,448,0.049079754601226995
109,460,0.11380016380016379
110,462,0.0
111,465,0.07887576083064805
112,467,0.39875749476269595
113,474,0.43791891716014836
114,476,0.0
115,483,0.00019334880123743234
116,485,0.0
117,486,0.26532738095238095
118,487,0.0
119,498,0.5557692307692308
120,503,0.0
121,504,0.00019334880123743234
122,511,0.00019334880123743234
123,516,0.00019334880123743234
124,522,0.0
125,530,0.5853018372703411
126,534,0.0
127,543,0.00019334880123743234
128,554,0.00019334880123743234
129,557,0.06948299791811242
130,561,0.2551336146272855
131,565,0.37100663050030136
132,567,0.005376344086021506
133,570,0.0253842775581906
134,574,0.046755725190839696
135,575,0.0
136,578,0.22442028985507245
137,579,0.0
138,583,0.00019334880123743234
139,586,0.28294573643410853
140,593,0.046755725190839696
141,599,0.06948299791811242
142,601,0.5926336375488918
143,602,0.06948299791811242
144,611,0.00019334880123743234
145,613,0.049079754601226995
146,615,0.0
147,628,0.11023622047244094
148,642,0.0
149,650,0.00019334880123743234
150,659,0.05754709209731452
